GeneID	GSM7992864	GSM7992865	GSM7992866	GSM7992867	GSM7992868	GSM7992869	GSM7992870	GSM7992871	GSM7992872	GSM7992873	GSM7992874	GSM7992875
105374289	1	2	1	0	0	0	0	0	0	0	0	0
100131551	1	0	0	0	0	0	2	12	3	0	0	0
1370	0	0	0	0	0	0	0	1	0	1	2	1
131578	7	6	1	0	0	3	243	167	90	237	337	312
2814	3	1	0	0	3	5	1	3	7	2	1	1
79572	5909	7237	6327	4876	5875	9989	2168	2057	1762	2089	2743	3452
401106	2	4	11	3	3	7	3	4	3	3	4	4
100507297	65	26	68	38	63	58	27	20	18	10	22	26
93109	1936	1299	2062	1031	1476	1212	536	524	271	550	803	623
105374291	9	4	15	4	10	12	1	0	2	0	2	1
55341	1568	756	1383	582	1376	1426	660	635	616	841	1276	1240
131583	775	337	475	217	190	666	1078	939	280	2527	4476	3543
105374292	0	0	0	0	0	0	0	0	0	0	0	0
100507391	0	0	0	0	0	1	0	0	0	1	0	0
105374293	0	0	0	0	0	0	0	0	0	0	0	0
107986174	0	0	0	0	0	0	0	0	0	0	0	1
107986173	0	0	0	0	0	0	0	0	0	0	0	0
105374294	0	0	0	0	0	0	0	0	0	0	0	0
105374295	0	0	0	0	0	0	0	0	0	0	0	0
152002	1544	1059	1337	762	1401	1685	2130	1976	1154	1574	2562	1840
100874528	0	1	0	0	0	0	0	0	1	1	2	1
100422926	0	0	0	0	0	0	0	0	0	0	0	0
101410543	2	1	4	0	4	0	0	0	0	0	0	0
105374296	1	1	1	0	0	1	0	2	0	2	1	1
23527	2257	1565	1776	993	2496	2094	2031	2009	1235	1462	1924	1666
5504	1248	1005	926	427	1267	1059	995	918	476	625	904	834
347	54	74	52	73	95	146	6	5	0	6	14	14
107986029	0	1	0	0	0	0	0	1	0	0	1	1
105374298	22	22	31	32	28	35	26	36	16	16	19	22
105374297	5	1	5	1	3	4	1	2	0	1	1	3
727956	384	262	338	204	307	419	281	273	163	185	237	255
440993	42	33	27	24	33	52	29	41	22	16	33	37
693155	8	11	7	11	7	15	17	7	10	5	11	14
200958	1	2	1	0	0	0	16	9	1	5	8	6
4585	0	0	0	0	0	0	0	0	0	1	0	0
105374299	0	0	0	0	0	0	0	1	0	0	0	0
101929697	0	0	0	0	0	0	0	0	0	0	0	0
107984010	0	0	0	0	0	0	0	0	0	0	0	0
10188	1669	810	1619	552	1217	1093	1377	1394	542	953	1587	1262
102465977	0	0	0	0	0	0	2	1	0	0	1	1
100128262	23	13	26	7	24	17	39	26	10	17	32	19
727978	3	0	5	1	3	5	4	4	3	2	3	6
255812	553	296	511	254	440	498	378	345	219	224	319	317
105374301	2	2	2	4	1	1	2	2	1	2	2	2
7037	6500	8207	4695	3977	4235	5151	2314	2186	3331	3361	4944	2907
401109	0	0	0	0	0	0	0	0	0	0	0	0
105374303	0	0	0	0	0	0	0	0	0	0	0	0
131540	0	0	0	0	0	0	1	1	0	2	0	0
105374304	1	2	3	1	1	3	2	7	0	4	3	5
200931	21	5	15	5	20	19	21	15	12	16	24	36
5130	3806	2277	3040	1843	3750	4215	3588	3301	2092	3159	4584	3751
255758	202	112	153	56	135	111	202	144	83	129	170	151
100534611	89	39	75	25	60	61	77	56	37	55	76	56
107986031	9	2	13	2	6	8	3	3	2	2	4	10
100874214	15	8	15	7	15	18	9	7	2	6	9	6
116211	18	8	18	4	16	19	6	8	3	13	14	6
26043	2289	1487	1786	969	2094	2007	2582	2486	1525	1478	2059	2030
100874034	8	6	9	2	6	12	16	12	3	7	12	10
165918	962	609	673	351	692	731	751	781	500	524	806	521
105374306	10	3	6	1	8	6	3	5	3	3	5	1
105374307	0	0	1	1	2	1	0	0	0	0	1	1
255798	2	0	2	0	1	2	0	0	0	0	2	0
348793	259	116	209	79	184	187	187	169	129	140	206	139
200933	792	475	613	242	711	694	450	480	319	345	534	484
101929769	4	7	0	2	3	0	7	4	1	4	4	2
375387	37	3	8	2	7	2	29	15	10	144	168	85
84984	80	45	73	27	74	39	133	158	72	112	156	85
54965	512	326	345	148	376	321	489	444	218	352	517	369
5062	5058	3757	3948	2527	4476	5510	3643	3536	2752	2717	3596	4407
205564	1124	810	925	568	1079	1152	1379	1332	775	833	1267	981
22916	2926	2098	2308	1347	2684	2662	3395	3277	2025	2252	3091	2876
100874001	72	52	65	33	44	61	77	65	43	61	87	75
152217	427	221	303	170	232	267	352	352	179	212	318	289
80235	125	93	112	89	92	141	237	191	70	128	206	157
4241	529	402	464	339	495	453	702	634	154	346	564	302
100507057	75	41	64	35	44	38	147	119	30	78	122	73
1739	4599	3613	3766	2773	4972	6237	2161	2116	1514	3114	4797	4131
100616216	0	0	0	0	1	0	0	0	0	0	0	0
100507086	14	11	12	13	11	25	4	3	2	16	18	19
101926923	0	0	0	0	0	0	0	0	0	0	0	0
105374308	0	0	0	0	0	0	0	0	0	0	2	2
105374309	1	0	0	0	0	0	1	0	0	0	4	1
100129516	9	3	9	2	7	7	2	4	0	8	10	10
622	338	128	314	88	235	225	113	109	70	119	177	191
220729	284	146	280	113	286	209	284	297	166	185	231	234
107986175	3	0	1	5	1	3	4	6	2	2	5	4
112268458	15	20	24	19	17	29	28	29	9	12	12	14
9711	902	374	724	292	744	787	640	571	311	481	692	555
100126321	12	5	9	6	10	10	11	7	4	8	11	9
84248	3033	2153	2258	1301	2740	2458	2641	2537	1515	1756	2466	1984
84859	1621	1012	1423	695	1329	1202	1283	1239	808	1007	1501	1235
105374310	0	0	0	0	0	1	0	0	0	0	0	0
84223	164	112	109	85	140	122	209	189	122	114	156	116
6165	9387	6498	7022	4057	7194	7036	11567	10756	5205	7660	11545	8242
89782	435	248	422	206	484	576	391	369	265	252	382	439
100873947	14	16	20	14	20	32	21	16	9	11	17	22
348840	0	0	0	0	0	0	0	0	0	0	0	0
107986177	0	0	0	0	0	0	0	0	0	0	0	0
728262	35	16	49	19	37	31	86	96	53	64	101	118
105379426	3	1	4	0	4	0	1	2	3	1	0	0
101928669	24	3	14	2	16	4	3	2	3	4	5	3
101059949	0	0	0	0	1	0	0	1	0	1	0	4
107987361	1	0	1	0	1	1	0	0	0	1	0	1
152687	165	101	112	60	127	122	143	142	73	108	136	104
255403	120	141	112	95	90	224	188	174	146	125	170	153
642280	70	24	57	18	50	30	33	47	28	22	35	30
107986244	2	6	3	0	0	2	2	2	6	1	2	4
654254	27	9	15	4	8	27	20	13	20	11	16	24
105374336	1	0	1	0	0	0	9	19	5	3	6	3
7700	284	133	253	97	215	190	238	227	180	134	177	162
693156	0	0	0	0	0	0	0	2	0	0	0	0
79963	140	71	103	51	102	106	137	145	84	109	185	165
170960	546	322	419	250	432	450	466	491	306	275	389	359
54872	1496	940	1406	881	1367	1575	1617	1646	982	1133	1720	1649
112441426	0	0	0	0	0	0	0	0	0	0	0	0
105374338	0	0	0	0	0	0	0	0	0	0	0	0
5158	19	4	16	1	7	4	80	76	26	36	72	27
101928521	1	0	0	0	1	0	2	2	0	0	0	1
521	1340	838	1060	625	1169	1019	1860	1774	884	1225	1912	1263
4636	322	229	298	182	327	262	514	563	202	403	605	472
84179	84	67	85	57	63	81	156	158	51	119	178	143
107986245	0	0	0	0	0	0	0	2	0	1	0	0
10336	1851	1065	1394	772	1393	1424	2499	2401	1286	1483	2280	1904
107986246	4	3	5	1	8	7	4	6	4	3	4	3
107986211	195	118	137	74	131	145	263	241	118	135	193	171
100129917	62	23	51	31	45	45	41	47	24	25	27	50
10815	8	3	3	1	7	2	26	4	3	5	5	10
105374339	0	1	0	0	0	1	3	0	0	1	1	0
105374340	5	0	4	0	3	2	0	0	1	0	0	1
2580	3186	1699	2641	1294	2374	2739	2421	2303	1416	1617	2588	2419
105374341	1	0	5	1	4	3	0	2	1	1	2	1
84286	565	376	526	261	434	495	798	782	317	523	807	661
1609	719	478	824	395	607	761	756	655	348	669	1028	815
10861	67	46	85	52	54	56	154	172	65	134	200	164
3425	278	208	268	187	228	235	916	950	274	542	926	723
53834	2165	1492	1638	836	1285	1750	4201	3892	1709	2529	3849	3197
105374343	0	0	0	0	0	0	3	2	2	2	0	0
285498	9	31	1	21	6	29	51	40	18	40	79	39
105374344	0	0	0	0	0	0	0	0	0	0	0	0
100379220	0	0	0	0	0	0	0	0	0	0	0	1
10417	2445	1850	2246	1249	2322	1207	63310	57827	29352	3901	5689	2875
100130872	917	612	950	426	774	545	138	127	99	8	8	5
101928548	68	25	82	32	72	51	17	21	13	4	5	5
285463	1034	581	843	414	657	641	967	900	406	507	867	606
1487	5706	3667	5091	2813	4141	4011	6079	5813	2537	3023	5015	3802
92070	177	109	156	65	135	142	159	153	75	99	147	120
105374347	0	0	0	0	0	0	2	0	0	1	0	0
105374346	1	0	0	0	1	0	0	1	0	2	3	1
10296	2299	1194	1780	824	1503	1729	2048	1887	1162	1551	2407	1996
57654	420	248	379	190	346	409	389	401	197	228	358	296
54729	0	0	0	0	0	0	0	0	0	0	0	0
105374348	0	0	0	0	0	0	0	0	0	0	0	0
152877	102	55	67	48	68	70	83	82	38	101	122	82
105374349	0	0	0	0	0	0	0	0	0	0	0	0
7884	1981	1053	1650	619	1649	1599	1336	1352	908	1033	1426	1212
92305	1282	1120	1088	778	790	988	2649	2557	881	1398	2241	1702
10460	4326	582	3116	469	2834	2491	494	467	1263	224	383	1152
112268460	319	45	210	36	207	205	50	52	118	30	37	90
2261	78	26	60	16	68	49	280	265	92	50	75	45
3954	2525	1434	2134	997	2062	2364	1637	1502	1094	1343	2224	2001
7468	7842	1722	5688	1227	5175	4556	1567	1496	1857	905	1448	1909
677770	9	0	16	0	7	9	5	1	2	2	2	5
7469	828	473	661	298	506	583	663	643	357	452	696	530
100126332	32	19	27	10	17	20	18	22	12	12	24	18
401115	462	395	387	238	308	415	606	525	186	284	549	403
339983	10	4	5	6	0	11	38	22	4	35	56	24
353497	38	14	36	12	28	25	26	22	19	21	40	35
79441	485	175	411	132	442	400	255	225	219	169	210	259
10608	3520	2883	3615	2284	3046	3587	5324	5375	2115	2488	4068	3465
100616358	47	36	47	28	44	37	86	84	46	41	57	47
57732	222	188	245	112	179	114	56	49	7	25	52	46
105374352	14	4	4	1	4	6	2	1	2	0	0	0
107986249	3	1	2	1	0	2	0	0	0	0	1	1
402160	2	0	0	1	0	0	0	0	0	1	0	0
105374353	1	1	1	0	1	1	0	1	2	1	1	2
107986250	11	3	7	2	6	5	5	12	3	7	9	5
6047	2821	1707	2122	1103	2160	2192	2126	1986	1168	1549	2399	1806
8603	1227	649	1039	529	932	865	1038	1018	653	751	1178	942
79155	1757	962	1313	631	1212	1313	930	830	468	662	996	770
102723763	0	0	0	0	0	0	0	0	0	0	0	0
6452	2980	1496	2430	1199	2407	2256	2038	2072	975	1326	1842	1803
118	11699	6129	8928	4649	9149	8780	8951	8691	6007	6212	10055	8230
10227	1880	1469	1723	1033	1374	1765	1754	1696	877	1404	2195	1698
317648	349	201	252	148	296	310	272	260	157	175	285	239
8602	2019	1056	1814	808	1635	1867	1225	1147	860	1018	1544	1623
2868	56	49	45	24	42	49	108	105	29	69	98	84
100750326	0	0	0	1	1	0	0	2	0	0	1	0
3064	3679	1649	3087	1458	2947	3866	2459	2201	1794	1645	2525	2666
345222	104	53	101	43	89	101	81	95	59	63	100	109
6002	1141	472	987	356	752	829	701	655	423	486	803	807
3083	2	3	0	1	1	1	7	7	5	2	5	3
105374354	0	0	0	0	0	0	0	0	0	0	0	1
285489	2	0	0	0	0	1	2	3	7	2	1	1
105374355	0	0	0	0	0	0	0	0	2	0	0	0
4043	3947	2369	3225	1470	2653	2640	7828	7504	3316	4107	6758	5011
285492	0	0	0	0	0	0	0	0	0	0	0	0
112268461	0	0	0	0	0	0	0	0	0	0	0	0
105374357	0	0	0	0	0	0	0	0	0	0	0	0
100133461	0	0	0	0	0	0	0	0	0	0	0	0
107986251	0	1	1	1	1	0	1	2	0	5	14	28
152	12	12	5	2	7	7	21	26	9	32	50	33
348926	106	51	67	42	60	63	57	55	31	49	54	52
105374358	1	1	2	2	2	2	2	4	0	2	3	1
105374359	0	0	0	0	0	0	1	0	0	0	0	0
101928217	1	0	0	0	0	1	0	0	0	0	0	0
107986252	0	0	0	0	0	0	0	0	0	0	0	0
133060	0	0	0	0	0	0	0	0	0	0	0	0
85013	502	377	352	216	400	357	476	480	264	263	384	275
55646	1168	423	903	285	1205	1001	255	243	326	301	469	435
166793	144	70	110	67	123	109	56	72	40	60	101	62
112268462	0	0	0	0	0	0	0	0	0	0	0	0
27065	865	292	710	209	1100	476	431	427	293	45	71	83
107986253	3	0	5	2	8	5	2	0	5	1	0	2
53407	946	533	668	398	816	740	766	766	520	553	848	611
104472519	0	0	0	0	0	0	0	0	0	0	0	0
107986254	5	2	2	1	5	1	0	0	0	0	0	2
100507266	24	14	19	8	10	6	23	25	12	17	23	17
101928237	5	0	1	0	2	2	4	1	0	1	2	1
109623454	0	0	0	0	0	0	0	0	0	0	0	0
101928279	1	1	1	0	1	1	4	4	0	1	3	2
103695434	0	0	0	0	0	0	0	0	0	0	0	0
4487	192	33	21	8	8	19	137	124	131	106	140	28
101928306	0	0	0	0	0	0	0	0	0	0	0	0
107986218	0	0	0	0	0	0	0	0	0	0	0	0
54360	30	34	0	0	0	1	80	77	110	230	387	264
107986256	0	0	0	0	0	0	0	0	0	0	0	0
55351	29	14	8	3	5	13	27	16	26	60	76	49
105374362	0	0	0	0	0	0	0	0	0	0	0	0
10141	1	0	0	1	0	0	0	0	0	0	1	0
132884	347	216	290	146	246	186	264	263	127	205	345	215
2121	2831	1672	2589	1405	2253	2402	2615	2617	1206	1749	2792	2256
1400	198	101	148	83	142	158	281	252	137	243	373	263
389197	0	0	0	0	0	0	0	0	0	0	0	0
100616201	0	0	0	0	0	0	0	0	0	0	0	0
152789	0	1	0	0	0	0	0	0	0	1	0	0
285484	0	0	0	0	0	0	0	0	0	0	1	0
105374364	0	0	0	0	0	0	0	0	0	0	0	0
7466	1684	879	937	481	684	714	2310	2161	1143	1822	2830	2265
107986257	39	25	28	9	20	32	68	72	42	70	108	78
5522	5	79	8	60	34	147	16	34	6	21	29	18
105374365	0	0	0	0	0	0	0	0	0	0	0	0
23324	3433	3020	2753	2232	2764	3489	6533	6170	2706	4540	7131	4667
93621	10828	5995	8371	3870	7952	8239	8052	7317	5041	5866	8754	7108
105374366	17	21	11	7	5	9	91	79	14	42	58	29
93622	294	139	187	92	193	195	521	458	220	269	399	333
339988	0	0	0	0	0	0	1	0	0	0	0	2
6286	0	0	0	1	0	0	2	2	0	0	0	0
114932	1430	771	1065	473	1062	847	1491	1474	856	908	1266	890
105378240	0	0	0	0	0	2	0	0	1	0	1	0
55330	467	283	359	198	351	381	628	610	297	384	578	420
105374367	0	0	0	0	0	0	0	0	0	0	0	0
9778	1511	1161	1162	699	1369	1453	2450	2359	1120	1623	2287	1512
57533	1227	687	946	450	854	840	1714	1696	792	1013	1537	1038
100129931	484	269	384	210	349	312	662	657	313	419	644	466
257236	96	41	67	31	80	78	102	98	42	63	107	84
93624	821	487	707	322	670	694	963	948	489	627	902	623
80273	1262	1113	1041	673	1161	1368	765	658	546	595	920	832
105374368	3	2	7	4	3	6	0	2	1	1	1	5
105374370	3	0	2	0	1	0	2	3	0	1	0	0
730971	2	0	1	0	1	0	4	2	0	4	0	2
57537	45	20	2	3	2	5	971	883	172	1341	1996	364
105374371	0	0	0	0	0	0	0	0	0	0	0	0
100616471	0	0	0	0	0	0	0	0	0	0	0	0
768239	0	0	0	0	0	0	0	2	1	2	4	1
100422826	0	0	0	0	0	0	0	0	0	0	0	0
107986258	0	0	0	0	0	0	0	0	0	0	0	0
84740	514	445	454	338	461	486	215	223	156	327	510	413
60312	9560	8681	8469	6555	9039	10250	4409	4287	2610	6056	9446	8120
389199	93	87	85	49	54	70	43	32	13	51	94	76
84448	51	12	8	0	4	8	3	5	0	2	3	2
407052	0	0	0	0	0	0	0	0	0	0	0	0
54436	2569	1192	2028	913	1783	1488	354	300	282	295	425	242
105374373	5	8	10	8	4	9	120	109	55	6	10	8
94031	329	372	209	267	132	360	9616	8907	6021	334	473	242
112268463	16	23	7	19	8	15	675	644	390	24	28	8
105374374	0	0	0	0	0	0	0	0	0	0	0	0
8310	788	419	762	323	634	598	793	748	461	462	767	687
105374376	1	1	1	0	1	1	2	0	2	0	0	2
152992	298	180	288	144	245	248	295	284	175	187	313	246
27201	0	0	0	0	0	0	0	1	0	0	0	0
8532	44	51	3	22	0	12	1492	1503	615	107	153	99
101928532	0	0	0	0	0	0	0	0	0	0	0	0
3166	0	0	0	0	0	0	1	0	0	1	0	0
105374474	0	0	0	0	0	0	0	0	0	0	0	0
105369250	32	27	19	27	25	23	35	32	12	8	19	8
100287045	0	0	0	0	0	0	0	0	0	0	0	0
100287144	0	0	0	0	0	0	0	0	0	0	0	0
100287178	0	0	0	0	0	0	0	0	0	0	0	0
100287205	0	0	0	0	0	0	0	0	0	0	0	0
100287238	0	0	0	0	0	0	0	0	0	0	0	0
100288520	0	0	0	0	0	0	0	0	0	0	0	0
100287327	0	0	0	0	0	0	0	0	0	0	0	0
100287364	0	0	0	0	0	0	0	0	0	0	0	0
100287404	0	0	0	0	0	0	0	0	0	0	0	0
100287441	0	0	0	0	0	0	0	0	0	0	0	0
100287478	0	0	0	0	0	0	0	0	0	0	0	0
100287513	0	0	0	0	0	0	0	0	0	0	0	0
728369	0	0	0	0	0	0	0	0	0	0	0	0
728373	0	0	0	0	0	0	0	0	0	0	0	0
728379	0	0	0	0	0	0	0	0	0	0	0	0
728386	0	0	0	0	0	0	0	0	0	0	0	0
728393	0	0	0	0	0	0	0	0	0	0	0	0
728400	0	0	0	0	0	0	0	0	0	0	0	0
728405	0	0	0	0	0	0	0	0	0	0	0	0
391627	0	0	0	0	0	0	0	0	0	0	0	0
728419	0	0	0	0	0	0	0	0	0	0	0	0
391622	0	0	0	0	0	0	0	0	0	0	0	0
644414	0	0	0	0	0	0	0	0	0	0	0	0
100302277	0	0	0	0	0	0	0	0	0	0	0	0
56606	136	124	89	112	86	110	46	36	11	66	107	79
1816	0	0	0	0	0	0	0	0	0	0	0	0
105374476	1	0	1	1	0	2	0	0	0	0	2	1
9948	30831	19270	24135	13355	24636	25839	13057	12656	11215	15462	24129	22071
100423011	1	0	0	1	2	0	0	0	0	0	1	0
105374478	0	0	0	0	0	0	0	0	0	0	0	0
107986260	0	0	0	0	0	1	0	0	0	0	0	0
85460	1186	831	919	591	991	1147	822	811	546	619	923	890
116449	0	0	0	0	0	0	0	0	0	0	0	0
105374482	0	0	0	0	0	0	0	0	0	0	0	0
105374481	0	0	0	0	0	0	0	0	0	0	0	0
105374480	0	0	0	0	0	0	1	0	0	0	0	0
102723525	0	0	0	0	0	0	0	0	0	0	0	0
105374479	0	0	0	0	0	0	0	0	0	0	0	0
105374488	0	0	0	0	0	0	0	0	0	0	0	0
693157	0	0	0	0	0	0	0	0	0	0	0	0
9957	1	0	0	0	0	0	130	99	30	41	58	88
107986178	0	0	0	0	0	0	2	0	1	0	0	3
105374484	0	0	0	0	0	0	1	0	0	0	0	0
105374483	0	0	0	0	0	0	0	0	0	0	0	0
113218507	0	0	0	0	0	0	0	0	0	0	0	0
105374489	0	0	0	0	0	0	0	0	0	0	0	0
107986179	0	0	0	0	0	0	0	0	0	0	0	0
107986180	0	0	0	0	0	0	0	0	0	0	0	0
101929019	0	0	0	0	0	0	0	0	0	0	0	0
105374492	0	0	0	0	0	0	0	0	0	0	0	0
105374490	0	0	0	0	0	0	0	0	0	3	0	2
107986181	0	0	0	0	0	0	0	0	0	0	0	0
105374493	1	1	5	0	0	1	4	7	3	0	3	1
105374494	0	1	0	0	1	1	1	0	1	1	0	0
9364	486	356	415	188	430	385	637	626	379	249	367	286
105374495	0	0	0	0	0	0	0	0	0	0	0	0
285547	0	0	0	0	0	0	1	0	0	0	0	0
579	11	17	19	19	22	15	268	281	273	2	1	3
285548	2	2	5	1	5	4	8	8	11	0	0	0
259282	2228	1254	1845	1022	2196	2072	1751	1701	1374	1086	1577	1609
100847023	0	0	0	0	0	0	0	0	0	0	0	0
101929071	0	0	0	0	0	0	0	0	0	0	0	0
107986183	0	0	0	0	0	0	0	0	0	0	0	0
107986184	0	0	0	0	0	0	0	0	0	0	0	0
101929048	0	0	0	1	0	0	0	0	0	0	0	0
107986182	14	0	8	1	5	5	3	7	3	33	49	21
152742	18	2	14	1	35	0	0	0	3	17	23	29
201853	0	0	1	0	0	0	1	6	0	0	0	0
105374496	0	0	0	0	0	0	0	0	0	0	0	0
441009	0	0	1	0	0	1	2	2	0	0	5	0
105374498	0	0	0	0	0	0	0	0	0	0	0	0
132864	743	445	478	275	693	605	578	468	228	1232	1640	789
101929095	0	0	0	1	2	0	0	3	0	0	2	2
105374501	0	0	0	0	0	0	0	0	0	0	0	0
114905	6	16	1	8	4	5	508	471	155	2	6	5
107986185	0	0	0	0	0	0	5	5	3	0	0	0
57545	502	232	360	177	371	301	1100	1105	673	651	983	899
26234	2947	1332	2534	933	2741	2507	2598	2506	1598	1563	2172	2519
285550	672	408	527	243	609	533	610	522	278	397	544	661
